text,emotion
i feel very sympathetic towards alia,LOVE
i can t help feeling sympathetic at times,LOVE
i would feel sympathetic and head noddy,LOVE
i cant even look at you but i cant help but feel sympathetic knowing that you'll break if you knew i knew,LOVE
i never feel particularly sympathetic towards him,LOVE
i have to admit that i don t feel too sympathetic on this particular issue,LOVE
i feel sympathetic towards her but at the same time i do not,LOVE
i had cancer or my body were going through a tremendous amount of pain i feel that people would be more sympathetic in my wish to cease to live,LOVE
i wish to know whether i should feel sympathetic towards the airline american if say their plane is on fire or their pilot has exploded or whether i should want to set them on fire if say they just decided to walk on their obligations to save money,LOVE
i feel sympathetic for lida because her life is passing her by without being able to take time and enjoy herself and her surroundings,LOVE
i was just messaging a friend to say that this feels like vindication then i realized that what it mostly vindicates is preaching to the choir since jezebel is obviously a sympathetic community,LOVE
i was feeling sympathetic and decided to be fair test 2: are you worthy of sam winchester,LOVE
i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary,LOVE
i do feel sympathetic to the parties involved now that their careers are down the drain,LOVE
i'm feeling very sympathetic to the summoning the dark forces of quantum mysticism with mathematical incantations possesses the power to bewilder and thus con the average persons seemingly at will into believing the bizarre and surreal bit of the following excerpt quoted in a comment,LOVE
i feel sympathetic to those that are still stuck in the illusion of nothing will change or that they can't do anything about change,LOVE
i feel that this deserves a sympathetic pat on the back as my other choice was sitting wrapped in a duvet watching a place in the sun and nodding off sporadically,LOVE
i think that smith s article was able to make the reader feel sympathetic for his argument while also listing important reasons as to why his side was correct thus he was more convincing,LOVE
i feel incredibly sympathetic because they ve chosen a difficult path,LOVE
i was feeling sympathetic to appliance companies today due to my fondness of microwave and toaster oven enabled meals,LOVE
i might feel more sympathetic about this if i knew who the hell he was,LOVE
i ignore him on these things because of all the things he's done that go against me feeling sympathetic for him for the first part and because the second part's obviously not true seeing as i've personally stopped him from committing suicide on more than one occasion,LOVE
i don t think that i as a latina need to feel overly sympathetic or somehow need to be in solidarity with her or the other latinas on team clinton by supporting their boss or writing fluffy pieces that soften or humanize hillary clinton,LOVE
i am beginning to feel more sympathetic towards those snowbirds who go south every year,LOVE
i do not feel compassion for you i am not sympathetic i am not empathetic you're a filthy junkie and i have no use for you whatsoever,LOVE
i can feel the stares even if i have no reason to think they re anything other than sympathetic,LOVE
i'm not feeling up to sympathetic right now i'm worried enough about my own problems i don't know if i'm strong enough for this,LOVE
i was eating my lunch and just listening to it made me feel like gagging of course i have this problem that i like to call sympathetic hyperventilation vomiting,LOVE
i laugh sometimes i cringe sometimes i feel really sympathetic or empathetic,LOVE
i see them they are shivering and i don t feel sympathetic for them at all i refuse to,LOVE
i do feel somewhat sympathetic,LOVE
i can't help but feel sympathetic for him,LOVE
i have days where i feel strongly sympathetic towards mary cheney,LOVE
i can't totally defend her the woman wanted to be famous and nobody around her seems to be able to tell her how to handle fame britney: leave los angeles when you can for starters but i am starting to feel a lot more sympathetic toward her,LOVE
i was just starting to feel sympathetic towards your side,LOVE
i get the feeling that most women are sympathetic to men for this fear due to the evidence of how modern women interact in male female relationships,LOVE
i find myself feeling less sympathetic towards stupid people than i was a year ago,LOVE
i was starting to feel somewhat sympathetic toward ms finke,LOVE
i think i am the only person feeling a sympathetic toward eskom now known as eish kom,LOVE
i don t mean to sound callous but when rock stars and movie stars throw their lives away and end up dying from drug abuse or even suicide am i supposed to feel sympathetic,LOVE
i've found myself feeling very sympathetic toward the leviathan,LOVE
